card_id,num_transactions,total_spend,active_days,txns_per_active_day,weekend_txn_ratio,weekend_spend_ratio,business_hours_ratio,evening_txn_ratio,night_txn_ratio,time_regularity_cv,avg_txn_amount,median_txn_amount,txn_amount_variability,large_txn_ratio,large_txn_total_amount,small_txn_ratio,unique_merchants,txns_per_merchant,top_merchant_concentration,unique_categories,category_diversity,top_category_concentration,pos_preference,billpayment_preference,p2pout_preference,ecom_preference,atmwithdrawal_preference,p2pin_preference,salary_preference,contactless_preference,qr_code_preference,chip_preference,ecom_preference,swipe_preference,uses_digital_wallet,wallet_type_diversity,uses_foreign_currency,currency_diversity,foreign_txn_ratio,countries_visited,unique_cities,card_remaining_months,days_since_last_txn,days_since_first_txn,observation_days,avg_daily_spend,daily_txn_consistency,max_txn_amount,min_txn_amount,txn_amount_range,avg_monthly_txns,cluster,umap_1,umap_2
10182,26042,210895382.58,588,44.2891156462585,0.38722064357576225,0.39610930527751725,0.5008831886951847,0.2747868827279011,0.0743414484294601,1.6086499614615382,8098.279033100377,2338.96,2.8554485892587764,0.015513401428461715,54273121.94,0.09776514860609785,500,47.994,0.1760220027503438,36,0.0015001875234404302,0.22656998791515606,0.8499731203440596,0.05110974579525382,0.019391751785577144,0.02039013900622072,0.03855310652023654,0.019852545887412643,0.0007295906612395361,0.26468103084072664,0.5709336713138995,0.11166032953105197,0.022433460076045627,0.0302915082382763,1,4,0,1,0.0,1,6,11.333333333333334,144,732,587,359276.6313117547,0.40691463906706576,1562769.67,100.0,1562669.67,2170.1666666666665,1,14.628935,-10.919963
10183,2133,17179146.54,215,9.92093023255814,0.4074074074074074,0.3965892370809243,0.4927332395686826,0.27941865916549463,0.06985466479137366,1.4040533476536634,8053.983375527426,1891.51,3.567565235424479,0.015471167369901548,5165820.489999999,0.1631504922644163,258,4.375968992248062,0.24357838795394154,35,0.03100088573959256,0.2320637732506643,0.3891233005157056,0.04688232536333802,0.2086263478668542,0.09329582747304266,0.058134083450539144,0.20065635255508674,0.0032817627754336614,0.19340849956634865,0.5229835212489159,0.10147441457068516,0.17259323503902863,0.009540329575021683,1,4,1,2,0.0009376465072667605,2,6,13.366666666666667,144,362,217,79166.57391705069,0.5579753676709596,850274.29,100.0,850174.29,266.625,3,11.193399,3.9194326
10184,21978,194254848.34,461,47.67462039045553,0.3891163891163891,0.3919621204858315,0.5008190008190008,0.2720902720902721,0.07339157339157339,1.6345529101502374,8838.604438074439,2161.215,2.543397934005901,0.020793520793520794,54891933.949999996,0.11252161252161252,500,40.53,0.11917098445595854,36,0.001776461880088823,0.2771280532938564,0.8548548548548549,0.04891254891254891,0.01938301938301938,0.018291018291018292,0.03844753844753845,0.01942851942851943,0.0006825006825006825,0.26094334913900674,0.5767906164212628,0.11080608934364862,0.02006488644871475,0.03139505864736711,1,4,1,2,0.0001365001365001365,2,6,22.5,144,605,460,422293.1485652174,0.41821934233945396,768756.63,100.0,768656.63,1831.5,1,13.72272,-11.76825
10185,2178,54592439.94,62,35.12903225806452,0.4081726354453627,0.4109706275201885,0.5022956841138659,0.25528007346189163,0.08723599632690542,1.5018794650556613,25065.399421487604,8848.415,3.1082688298186514,0.06887052341597796,27965718.19,0.01147842056932966,340,5.770588235294118,0.08766564729867482,35,0.01783893985728848,0.16768603465851173,0.7897153351698806,0.0,0.0,0.1111111111111111,0.09825528007346189,0.0,0.0009182736455463728,0.3304227941176471,0.3616727941176471,0.16314338235294118,0.11121323529411764,0.03354779411764706,1,4,0,1,0.0,1,6,15.433333333333334,144,206,61,894958.0318032786,0.4392346397389875,2032947.52,100.76,2032846.76,726.0,7,10.511543,-7.3053026
10186,4715,75772460.41,361,13.060941828254848,0.38812301166489926,0.3525123863666287,0.511558854718982,0.27529162248144223,0.07656415694591728,1.3959355413674555,16070.511221633085,5386.5,4.512936617954192,0.03160127253446447,27578438.220000003,0.07380699893955461,457,8.310722100656456,0.08346498156924698,36,0.009478672985781991,0.1500789889415482,0.5955461293743373,0.055779427359490985,0.05068928950159067,0.15418875927889714,0.09395546129374337,0.04750795334040297,0.0023329798515376457,0.22800402212166918,0.45248868778280543,0.11639014580191051,0.18275515334338863,0.020361990950226245,1,4,1,2,0.0004241781548250265,2,6,17.466666666666665,144,505,360,210479.05669444444,0.4908914184953503,4391340.77,100.0,4391240.77,392.9166666666667,3,10.477543,2.7004328
10187,3404,96231661.43,544,6.257352941176471,0.36486486486486486,0.3789312368520748,0.4926556991774383,0.27379553466509987,0.077262044653349,1.3536997363585113,28270.17080787309,18000.0,2.004424577647182,0.05904817861339601,34121217.989999995,0.0011750881316098707,334,5.6437125748503,0.08859416445623342,36,0.01909814323607427,0.10822281167108753,0.1554054054054054,0.0,0.05052878965922444,0.3983548766157462,0.34341950646298475,0.04700352526439483,0.005287896592244419,0.23280943025540274,0.10740013097576949,0.21152586771447282,0.444007858546169,0.004256712508185986,1,4,1,5,0.0014688601645123384,5,6,21.466666666666665,144,705,560,171842.25255357145,0.6749646164304277,1101963.79,267.52,1101696.27,283.6666666666667,2,11.940726,14.695249
10188,6797,95588717.74,560,12.1375,0.3964984552008239,0.43756876437832215,0.505664263645726,0.2661468294835957,0.07635721641900839,1.3671366949200265,14063.368800941591,4275.04,2.912964390893589,0.028983375018390465,31065296.639999997,0.033691334412240696,477,11.31236897274633,0.12268346923647146,36,0.006671608598962194,0.23943661971830985,0.597910843018979,0.04663822274532882,0.04840370751802266,0.14933058702368693,0.1012211269677799,0.053847285567161986,0.002648227159040753,0.22680769897693775,0.46488642275013004,0.11652505635512399,0.17600138720305183,0.015779434714756374,1,4,0,1,0.0,1,6,26.566666666666666,144,704,559,170999.4950626118,0.5069054002191864,2031743.39,100.0,2031643.39,566.4166666666666,5,9.371609,5.1873045
10189,1558,31068594.17,114,13.666666666666666,0.4017971758664955,0.3552008825895324,0.5263157894736842,0.2496790757381258,0.07702182284980745,1.411026697114508,19941.331302952505,5960.175,2.3512568856874214,0.06290115532734275,14678688.08,0.07894736842105263,267,4.617977528089888,0.08840227088402271,35,0.028386050283860504,0.0989456609894566,0.5911424903722722,0.04749679075738126,0.06033376123234917,0.1527599486521181,0.10141206675224647,0.044929396662387676,0.0019255455712451862,0.20956719817767655,0.4631738800303721,0.13439635535307518,0.18071374335611237,0.012148823082763858,1,4,0,1,0.0,1,6,17.466666666666665,144,258,113,274943.31123893807,0.4978567194099644,709603.88,117.46,709486.42,389.5,5,9.265036,6.0741653
10190,7270,116480281.15,468,15.534188034188034,0.40398899587345255,0.4299629474237408,0.5141678129298487,0.26478679504814306,0.07042640990371389,1.4253769631386741,16022.046925722147,5242.4,3.2971897653021003,0.0375515818431912,41432865.07,0.025584594222833563,477,12.125786163522013,0.1825726141078838,36,0.006224066390041493,0.2527662517289073,0.4449793672627235,0.19821182943603852,0.048968363136176064,0.15240715268225585,0.1030261348005502,0.05034387895460798,0.0020632737276478678,0.29673998428908094,0.3030243519245876,0.151413982717989,0.2175962293794187,0.0312254516889238,1,4,0,1,0.0,1,6,7.333333333333333,144,612,467,249422.44357601713,0.4874493832517129,3406074.79,105.11,3405969.68,605.8333333333334,0,6.28029,4.5866947
10191,21625,238136078.07,449,48.16258351893096,0.38797687861271674,0.3770570860061196,0.5046011560693642,0.2695491329479769,0.07611560693641618,1.621952900409033,11012.07297433526,3935.39,2.6522113652018375,0.023445086705202314,71596100.18,0.06446242774566474,500,39.82,0.07453540934203917,36,0.001808136614766449,0.09136112506278252,0.8507745664739884,0.05021965317919075,0.018589595375722544,0.019699421965317918,0.04083236994219653,0.019236994219653178,0.0006473988439306359,0.2584360886994469,0.5780687065509718,0.11280255746688994,0.021616684426853404,0.029075962855838026,1,4,0,1,0.0,1,6,34.7,144,593,448,531553.7456919643,0.4031913486885877,1096025.42,100.0,1095925.42,1802.0833333333333,1,14.7234125,-11.343098
10192,803,64906135.74,80,10.0375,0.40971357409713577,0.3818164666168432,0.5105853051058531,0.2901618929016189,0.05603985056039851,1.3740103714676315,80829.55882938979,16000.0,4.1126335381843315,0.17683686176836863,54159865.52,0.0024906600249066002,180,4.211111111111111,0.09366754617414248,21,0.027704485488126648,0.8509234828496042,0.09464508094645081,0.8032378580323786,0.0,0.0460772104607721,0.053549190535491904,0.0,0.0024906600249066002,0.1987179487179487,0.3525641025641026,0.19230769230769232,0.23717948717948717,0.019230769230769232,1,4,0,1,0.0,1,6,8.366666666666667,144,224,79,821596.6549367089,0.5612137701353657,4499575.01,431.78,4499143.2299999995,267.6666666666667,11,0.054050837,4.731886
10193,343,9124597.62,229,1.497816593886463,0.39941690962099125,0.34366378229399663,0.4868804664723032,0.2594752186588921,0.10787172011661808,1.0972876600192485,26602.325422740523,11379.49,1.6215577082064778,0.07871720116618076,4214270.63,0.01749271137026239,70,2.857142857142857,0.14,22,0.11,0.395,0.2565597667638484,0.2303206997084548,0.04081632653061224,0.09620991253644315,0.2886297376093295,0.037900874635568516,0.04956268221574344,0.35454545454545455,0.22727272727272727,0.2636363636363636,0.15,0.004545454545454545,1,4,0,1,0.0,1,6,4.266666666666667,144,671,526,17347.143764258555,0.6050393014458227,191924.0,354.01,191569.99,28.583333333333332,10,7.518565,13.459315
10194,4852,159880436.06,374,12.973262032085561,0.40189612530915086,0.39137280096307486,0.5088623248145094,0.26648804616652927,0.06677658697444352,1.4655595923633633,32951.45013602638,28000.0,1.585567179624835,0.050700741962077495,35223502.56999999,0.010098928276999175,221,4.51131221719457,0.1374122367101304,33,0.033099297893681046,0.4974924774322969,0.10469909315746084,0.10078318219291015,0.0,0.0,0.7920445177246497,0.0,0.00247320692497939,0.4833371638703746,0.04573661227304068,0.4631119282923466,0.0,0.007814295564238107,1,4,0,1,0.0,1,6,23.5,144,519,374,427487.79695187166,0.5525341263033743,1562893.04,100.0,1562793.04,404.3333333333333,6,11.624186,21.23592
10195,183,5331211.38,21,8.714285714285714,0.4098360655737705,0.32921894385662126,0.5027322404371585,0.2459016393442623,0.09289617486338798,1.2004632002516842,29132.302622950818,13000.0,1.9031543291959403,0.08743169398907104,2678945.9699999997,0.02185792349726776,47,3.0425531914893615,0.16783216783216784,26,0.18181818181818182,0.21678321678321677,0.14207650273224043,0.08196721311475409,0.04371584699453552,0.5573770491803278,0.12568306010928962,0.04918032786885246,0.0,0.09271523178807947,0.10596026490066225,0.12582781456953643,0.6754966887417219,0.0,1,4,1,2,0.01639344262295082,2,6,49.9,144,165,20,266560.569,0.5260481787580207,419670.51,345.43,419325.08,183.0,2,11.562059,13.610607
10196,30085,663514920.21,692,43.475433526011564,0.38903107861060326,0.3756636729150124,0.4979225527671597,0.27468838291507397,0.07465514375934851,1.6112156578311074,22054.67575901612,5469.88,2.6715627322820437,0.07884327738075453,362594854.72,0.04799734086754196,500,55.28,0.1785094066570188,36,0.0013024602026049203,0.3379522431259045,0.847997340867542,0.04952634203091241,0.02034236330397208,0.02120658135283364,0.040452052517866044,0.019710819345188632,0.0007645005816852251,0.26352906785544633,0.5720027770672708,0.11013264150253955,0.023312748931194505,0.0310227646435488,1,4,0,1,0.0,1,6,22.5,175,866,691,960224.1971201159,0.40410548957000353,2737397.75,100.0,2737297.75,2507.0833333333335,1,14.26482,-10.880439
10197,1872,19397936.47,472,3.9661016949152543,0.3798076923076923,0.33199167859734724,0.5085470085470085,0.2644230769230769,0.0641025641025641,1.2844513693615904,10362.145550213674,3409.58,2.479701173128876,0.0219017094017094,6200962.2700000005,0.053952991452991456,317,5.003154574132492,0.09836065573770492,22,0.013871374527112233,0.9363177805800756,0.053952991452991456,0.7932692307692307,0.08653846153846154,0.0,0.057158119658119656,0.0,0.009081196581196582,0.2692307692307692,0.4855769230769231,0.24519230769230768,0.0,0.0,1,1,0,1,0.0,1,6,10.333333333333334,144,664,519,37375.60013487476,0.6313803665350085,488142.99,100.0,488042.99,156.0,13,-2.0655448,-3.6747036
10198,26790,191415849.8,600,44.65,0.3838745800671893,0.3794422945951887,0.5027995520716685,0.2709593131765584,0.0765210899589399,1.5848322036090747,7145.04851810377,2599.2200000000003,3.004627676122479,0.01022769690182904,38786408.94,0.07883538633818589,500,49.25,0.0742741116751269,36,0.0014619289340101523,0.22119796954314722,0.8482269503546099,0.050466592011944755,0.02030608435983576,0.02049272116461366,0.039081746920492724,0.020716685330347144,0.0007092198581560284,0.26739309210526313,0.5698601973684211,0.1096217105263158,0.022574013157894736,0.030550986842105263,1,4,0,1,0.0,1,6,3.2666666666666666,144,744,599,319559.0146911519,0.40600068653156174,989611.6,100.0,989511.6,2232.5,1,14.620617,-10.971509
10199,21759,184085993.9,462,47.0974025974026,0.3893101705041592,0.38655321435619555,0.49758720529436096,0.2732662346615194,0.07624431269819384,1.5761014804551374,8460.223075508986,2833.56,3.6260654720798384,0.01392527230111678,45855817.75,0.09242152672457374,500,39.918,0.09038528984418057,36,0.00180369758003908,0.2788716869582644,0.8476952065811848,0.04853164207913967,0.020267475527367986,0.021048761432051106,0.042143480858495334,0.01962406360586424,0.0006893699158968703,0.26614530776992934,0.5666498486377397,0.11316851664984864,0.023107971745711404,0.030928355196770937,1,4,0,1,0.0,1,6,11.333333333333334,144,606,461,399318.85878524947,0.3922765306066413,2327012.43,100.0,2326912.43,1813.25,1,14.517152,-11.158288
10200,6680,100386868.9,531,12.580037664783427,0.3866766467065868,0.37081661005964495,0.49326347305389223,0.27649700598802396,0.07874251497005988,1.3755722449482033,15027.974386227546,6766.385,3.131737745309262,0.02245508982035928,28080889.589999996,0.019161676646706587,484,11.084710743801653,0.07679403541472507,36,0.006710158434296365,0.14221808014911463,0.6116766467065868,0.05059880239520958,0.047005988023952096,0.1408682634730539,0.09910179640718562,0.048203592814371254,0.0025449101796407186,0.22464404992089998,0.4726665494814554,0.11759535946563544,0.16540692564598347,0.019687115486025662,1,4,1,2,0.0004491017964071856,2,6,18.466666666666665,144,675,530,189409.1866037736,0.5321827898938769,2465750.26,100.0,2465650.26,556.6666666666666,3,10.41179,2.9798615
10201,8762,264928397.62,389,22.524421593830333,0.39032184432777906,0.3793260092266285,0.49954348322300846,0.27516548733165946,0.0780643688655558,1.4375967134354506,30236.06455375485,16000.0,2.563207834104992,0.08434147454918968,120578045.73,0.0066194932663775395,482,11.815352697095436,0.10570676031606673,36,0.006321334503950834,0.47480245829675155,0.2946815795480484,0.30609449897283725,0.1481396941337594,0.04918968272083999,0.09815110705318421,0.10237388724035608,0.0013695503309746632,0.343144848954299,0.3204234443583785,0.19726310353730958,0.1112832429641105,0.027885360185902403,1,4,0,1,0.0,1,6,24.533333333333335,144,533,388,682805.1485051546,0.44125977172808273,3752989.86,125.01,3752864.85,730.1666666666666,0,7.147319,4.018336
10202,93,2644791.21,63,1.4761904761904763,0.3548387096774194,0.35208022715713727,0.5913978494623656,0.22580645161290322,0.0967741935483871,1.3490762294589842,28438.615161290323,8652.79,1.8152509007300799,0.08602150537634409,1387345.0,0.021505376344086023,16,3.4375,0.32727272727272727,10,0.18181818181818182,0.3090909090909091,0.26881720430107525,0.1827956989247312,0.03225806451612903,0.13978494623655913,0.2903225806451613,0.03225806451612903,0.053763440860215055,0.2923076923076923,0.2153846153846154,0.27692307692307694,0.2,0.015384615384615385,1,4,0,1,0.0,1,6,25.533333333333335,571,704,133,19885.64819548872,0.4844949150904281,227269.0,129.05,227139.95,15.5,10,7.0501003,12.9615555
10203,9040,260937458.71,491,18.41140529531568,0.38694690265486725,0.4016270206588922,0.5130530973451327,0.27079646017699116,0.07146017699115044,1.4216988164853401,28864.76313163717,9346.5,3.2658923238437825,0.08241150442477876,148113203.47,0.011946902654867256,494,14.390688259109313,0.12603741735827823,36,0.00506400337600225,0.3155155436770291,0.34823008849557524,0.24292035398230089,0.05232300884955752,0.19524336283185842,0.1075221238938053,0.051991150442477874,0.0017699115044247787,0.26779949022939675,0.2562446898895497,0.15446049277824977,0.29991503823279525,0.021580288870008495,1,4,1,2,0.00011061946902654867,2,6,30.633333333333333,144,635,490,532525.4259387755,0.45890001463515817,4036745.43,124.51,4036620.9200000004,753.3333333333334,3,10.352529,1.6029034
10204,9200,626362395.71,278,33.093525179856115,0.37184782608695655,0.35478449337320606,0.5006521739130435,0.27021739130434785,0.07456521739130435,1.5466239110819584,68082.86909891304,13611.625,3.6547424771579764,0.17380434782608695,509796317.06,0.007608695652173913,496,16.737903225806452,0.14442303059503733,36,0.004336304504938569,0.2772825825102385,0.8017391304347826,0.0,0.0,0.10065217391304347,0.0966304347826087,0.0,0.0009782608695652175,0.32368621477532367,0.38037210314438036,0.16396474812316397,0.10075073441410075,0.031226199543031227,1,4,0,1,0.0,1,6,21.466666666666665,144,422,277,2261236.085595668,0.4060326941382485,6523426.26,117.96,6523308.3,920.0,7,10.366605,-9.276187
10205,4107,29367261.17,76,54.03947368421053,0.40199659118578035,0.39545962058810535,0.5015826637448259,0.275626978329681,0.07596785975164354,1.6092162803062393,7150.538390552715,2511.84,2.132347523400745,0.009739469198928659,4578200.74,0.10469929388848308,454,8.33920704845815,0.1254622292657158,36,0.009508716323296355,0.34231378763866877,0.8461163866569272,0.0547845142439737,0.019722425127830533,0.020939858777696614,0.0384709033357682,0.019478938397857318,0.0004869734599464329,0.26996504436676527,0.5654745899435332,0.10782468405485346,0.02312449583221296,0.03361118580263512,1,4,0,1,0.0,1,6,36.733333333333334,144,220,75,391563.4822666667,0.43313214659818866,329106.31,100.0,329006.31,1369.0,1,14.73431,-13.294797
10206,6906,116777511.87,432,15.98611111111111,0.3840139009556907,0.38459962779475854,0.48986388647552853,0.27917752678830005,0.0750072400810889,1.3963678570736127,16909.573105994787,5710.2,2.3261811794065244,0.03909643788010426,41084233.45999999,0.023602664349840718,476,11.52310924369748,0.09061075660893346,36,0.006563354603463993,0.2594348222424795,0.4501882421083116,0.20069504778453517,0.05227338546191718,0.14335360556038226,0.10251954821894005,0.048942948161019406,0.002027222704894295,0.2970667776159767,0.30476388599958393,0.1605991262741835,0.20594965675057209,0.03162055335968379,1,4,0,1,0.0,1,6,7.333333333333333,144,576,431,270945.5031786543,0.48885188330198237,928741.04,114.73,928626.31,575.5,0,6.2482095,4.896227
10207,551,13821838.38,86,6.406976744186046,0.4047186932849365,0.49222084305691327,0.5136116152450091,0.27223230490018147,0.06896551724137931,1.3079267713609644,25085.00613430127,6919.06,3.7251637246171843,0.06170598911070781,8484950.89,0.030852994555353903,142,3.859154929577465,0.09124087591240876,1,0.0018248175182481751,1.0,0.0,0.9945553539019963,0.0,0.0,0.0,0.0,0.0054446460980036296,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,1,6,11.333333333333334,602,689,87,158871.70551724138,0.6143134327594842,1653220.2,156.99,1653063.21,137.75,12,-6.4728417,-2.1370156
10208,7423,116915813.72,479,15.496868475991649,0.3877138623198168,0.392771826230249,0.5171763437963087,0.26296645561093895,0.07395931564057659,1.4054904251109612,15750.480091607167,6305.12,2.2231542564239857,0.0326013741075037,33387347.019999996,0.01966859760204769,492,11.941056910569106,0.07574468085106383,36,0.006127659574468085,0.25327659574468087,0.4527818941128924,0.1958776774888859,0.05038394180250572,0.1427994072477435,0.10076788360501145,0.05523373299205173,0.002155462750909336,0.3097310891855291,0.3006384213580963,0.1555426581543819,0.20506867866124975,0.02901915264074289,1,4,1,2,0.0001347164219318335,2,6,25.533333333333335,175,653,478,244593.75255230124,0.4787953696508978,1537628.7,100.0,1537528.7,618.5833333333334,3,11.478888,1.8489088
10209,6506,212789146.44,278,23.402877697841728,0.39640332001229633,0.3869717437078884,0.5021518598217031,0.2720565631724562,0.07623731939747926,1.4661158966598125,32706.601051337228,14639.689999999999,2.5206831272193053,0.10236704580387335,112211541.69999999,0.003074085459575776,467,9.139186295503212,0.1204311152764761,36,0.008434864104967198,0.5260074976569822,0.3051029818628958,0.29787888103289273,0.14601905932984938,0.05302797417768214,0.09913925607131878,0.09744850906855211,0.0013833384568090992,0.3310924369747899,0.33210084033613446,0.19126050420168067,0.11596638655462185,0.02957983193277311,1,4,1,2,0.0001537042729787888,2,6,30.633333333333333,144,422,277,768191.8644043321,0.42389741641923445,2012504.41,331.36,2012173.0499999998,650.6,3,10.3363695,1.7033967
10210,4466,86590327.1,281,15.8932384341637,0.3864755933721451,0.39662528853064005,0.5123152709359606,0.26735333631885355,0.07568293775190327,1.4675229621835773,19388.787975817286,5548.365,2.9743686063317614,0.05194805194805195,39729547.1,0.025526197939991044,450,7.895555555555555,0.08528004503236701,36,0.010132282578103011,0.25077399380804954,0.45700850873264665,0.19368562472010747,0.04926108374384237,0.14487236901030004,0.10412001791312137,0.048813255709807435,0.0022391401701746527,0.30256898192197906,0.3054234062797336,0.15635902315255312,0.2052013954963527,0.030447193149381543,1,4,0,1,0.0,1,6,8.366666666666667,541,822,281,308150.6302491103,0.48718342781948165,2262374.53,100.0,2262274.53,406.0,0,6.377954,5.362216
10211,2031,47741225.79,91,22.318681318681318,0.3988183161004431,0.46488639582959485,0.49729197439684886,0.28360413589364847,0.08222550467749877,1.4233490052616498,23506.26577548006,9767.38,2.7248987316807773,0.060561299852289516,20584819.850000005,0.008862629246676515,330,4.890909090909091,0.1536555142503098,35,0.02168525402726146,0.30359355638166047,0.3540128015755785,0.23830625307730183,0.03988183161004431,0.20236336779911374,0.103397341211226,0.06105366814377154,0.0009847365829640572,0.2656716417910448,0.26492537313432835,0.13805970149253732,0.30671641791044774,0.024626865671641792,1,4,1,2,0.0004923682914820286,2,6,7.333333333333333,144,235,90,530458.0643333333,0.4308935003183799,1880694.08,178.6,1880515.48,677.0,3,11.571697,2.735196
10212,8830,111227187.06,176,50.17045454545455,0.3966024915062288,0.36671970907613455,0.4960362400906002,0.2808607021517554,0.07361268403171008,1.6385645540621843,12596.510425821065,2821.56,4.225237051844429,0.0332955832389581,53417397.480000004,0.08459796149490374,493,16.543610547667342,0.09281510544384503,36,0.004413928396272682,0.18992153016184404,0.8559456398640997,0.050622876557191394,0.019365798414496035,0.01710079275198188,0.03635334088335221,0.020045300113250283,0.0005662514156285391,0.2523038605230386,0.5782067247820672,0.1178082191780822,0.018804483188044833,0.03287671232876712,1,4,0,1,0.0,1,6,46.86666666666667,144,320,175,635583.9260571429,0.39215556046746447,2801171.5,100.0,2801071.5,1471.6666666666667,1,14.493349,-12.647923
10213,22,642265.87,12,1.8333333333333333,0.45454545454545453,0.5969782420479544,0.3181818181818182,0.4090909090909091,0.0,1.0557401874772137,29193.903181818183,10363.765,1.767476232963512,0.09090909090909091,315887.6,0.0,11,1.1818181818181819,0.15384615384615385,10,0.7692307692307693,0.23076923076923078,0.3181818181818182,0.13636363636363635,0.0,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.045454545454545456,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.07142857142857142,1,3,0,1,0.0,1,4,30.633333333333333,602,630,28,22938.066785714287,0.5113291999424139,241460.0,750.13,240709.87,11.0,10,8.179631,12.310323
10214,16405,716368925.15,699,23.469241773962803,0.38823529411764707,0.38823630635815837,0.49637305699481865,0.26936909478817433,0.08028040231636696,1.4404853276694536,43667.718692471804,11906.25,4.285048737128984,0.11740323072234075,498862258.31,0.013898201767753733,500,22.854,0.10405180712347947,36,0.0031504331845628774,0.18508794959306904,0.34550441938433407,0.04955806156659555,0.10179823224626638,0.30149344711978054,0.09917708015848826,0.10112770496799756,0.001341054556537641,0.20120905154807614,0.2624785556735561,0.11592190180540805,0.4040519565394984,0.016338534433461317,1,4,1,8,0.000975312404754648,8,6,41.833333333333336,144,843,698,1026316.5116762178,0.4489540701457133,11951935.54,100.0,11951835.54,1367.0833333333333,9,10.290354,-1.1183982
10215,2689,38272797.96,409,6.574572127139365,0.40052063964298995,0.4933331323132771,0.502789140944589,0.26812941613982894,0.07512086277426552,1.3396455651586712,14233.097047229454,4426.58,10.373021061786595,0.02714763852733358,18677777.69,0.03198214949795463,411,6.510948905109489,0.19095665171898354,1,0.0003736920777279522,1.0,0.0,0.995165489029379,0.0,0.0,0.0,0.0,0.004834510970621049,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,1,6,0.0,144,564,419,91343.19322195704,0.5989163632025475,7407623.88,100.0,7407523.88,224.08333333333334,12,-6.58818,-2.7916193
10216,11344,261541384.18,547,20.73857404021938,0.39113187588152326,0.3775372149213805,0.49171368124118475,0.2835860366713681,0.06937588152327222,1.4682462010058255,23055.48168018336,10569.509999999998,2.432110909768395,0.06188293370944993,103213477.0,0.008286318758815232,497,14.706237424547284,0.14666849090162812,36,0.004925434395950198,0.469831714324805,0.2975141043723554,0.2998942172073343,0.14756699576868829,0.04689703808180536,0.10543018335684062,0.10119887165021156,0.001498589562764457,0.3394081912600431,0.3356848912404468,0.1951793062904174,0.10425240054869685,0.025475210660395847,1,4,0,1,0.0,1,6,39.8,144,691,546,479013.52413919417,0.4244774208842556,3044875.06,100.0,3044775.06,945.3333333333334,0,6.89574,3.9499934
10217,13366,110342960.66,273,48.959706959706956,0.38582971719287745,0.3675950749135899,0.4986532994164298,0.2738291186592848,0.07593894957354481,1.6083558268622706,8255.49608409397,2530.76,2.698694279763917,0.016160407002843033,28672550.23,0.15322459973065988,500,24.588,0.1026517000162681,36,0.0029282576866764276,0.2109972344232959,0.8532844530899296,0.04676043692952267,0.019601975160855902,0.019751608559030374,0.04032620080802035,0.01967679185994314,0.0005985335926978902,0.2657273918741809,0.5726572739187418,0.10878112712975098,0.02162516382699869,0.031209043250327653,1,4,0,1,0.0,1,6,43.86666666666667,144,417,272,405672.6494852941,0.3815306416365468,829423.94,100.0,829323.94,1485.111111111111,1,15.209356,-12.4116535
10218,26151,299424305.09,590,44.32372881355932,0.3822798363351306,0.3779104116347136,0.5017781346793622,0.2760506290390425,0.07380214905739742,1.6207137463180334,11449.82238117089,2419.12,4.276168355820862,0.03101219838629498,132579763.69,0.09632518832931819,500,48.098,0.11996340804191442,36,0.0014969437398644435,0.1738533826770344,0.8515544338648617,0.04974953156667049,0.020113953577301058,0.018316699170203815,0.03934839967878857,0.02019043248824137,0.000726549653932928,0.26723304033309503,0.5682802708499811,0.11548975901080877,0.020145518778651637,0.028851411027463515,1,4,0,1,0.0,1,6,24.533333333333335,144,734,589,508360.45006791165,0.39247326024477225,4482883.76,100.0,4482783.76,2179.25,1,13.996171,-11.155583
10219,1883,19362438.11,361,5.21606648199446,0.3940520446096654,0.36626626975955767,0.49814126394052044,0.27562400424853956,0.07488050982474774,1.249543882921762,10282.760546999469,3807.72,4.053849229836889,0.018056293149229952,6525574.239999999,0.04938927243759957,343,5.169096209912537,0.12351945854483926,36,0.02030456852791878,0.34179357021996615,0.048858204992033985,0.08550185873605948,0.0,0.807222517259692,0.05204460966542751,0.0,0.006372809346787042,0.03333333333333333,0.05380116959064327,0.023976608187134502,0.8888888888888888,0.0,1,4,1,3,0.0010621348911311736,3,6,37.733333333333334,144,519,374,51771.22489304813,0.6163736069868819,1436223.99,100.0,1436123.99,156.91666666666666,8,-3.5442026,9.185841
10220,841,36893538.46,121,6.950413223140496,0.3971462544589774,0.3845207660246748,0.5243757431629013,0.2413793103448276,0.08204518430439953,1.1818434930977237,43868.654530321044,19253.34,2.3718515000980496,0.1272294887039239,22508324.2,0.0011890606420927466,172,3.7267441860465116,0.11544461778471139,31,0.0483619344773791,0.11856474258970359,0.2080856123662307,0.04994054696789536,0.041617122473246136,0.5041617122473246,0.14982164090368608,0.041617122473246136,0.0047562425683709865,0.1393103448275862,0.17655172413793102,0.09379310344827586,0.5848275862068966,0.005517241379310344,1,4,1,4,0.009512485136741973,4,6,10.333333333333334,144,266,121,304905.27652892563,0.4973112337778279,1437867.25,462.77,1437404.48,210.25,2,11.755179,13.4208145
